sid,id,target,category,polarity,from,to
33405:1,33405:1:3,цвета,AMBIENCE#GENERAL,positive,79,84
33405:1,33405:1:4,девушки,AMBIENCE#GENERAL,positive,95,102
33405:2,33405:2:0,NULL,RESTAURANT#GENERAL,positive,0,0
33405:3,33405:3:0,Обслуживание,SERVICE#GENERAL,positive,0,12
33405:4,33405:4:0,Сомелье,SERVICE#GENERAL,positive,0,7
33405:4,33405:4:1,молодой человек,SERVICE#GENERAL,positive,17,32
33405:4,33405:4:2,официантка,SERVICE#GENERAL,positive,64,74
33405:5,33405:5:0,Еда,FOOD#QUALITY,positive,0,3
33405:5,33405:5:1,шаверма,FOOD#QUALITY,positive,40,47
33405:5,33405:5:2,салат,FOOD#QUALITY,positive,304,309
33405:5,33405:5:3,стейк,FOOD#QUALITY,positive,321,326
33405:6,33405:6:0,десерт,FOOD#QUALITY,positive,13,19
33405:6,33405:6:1,миндальный рулет,FOOD#QUALITY,positive,21,37
33405:7,33405:7:0,рулет,FOOD#QUALITY,positive,18,23
33405:8,33405:8:0,NULL,FOOD#QUALITY,positive,0,0
33524:1,33524:1:0,место,RESTAURANT#GENERAL,positive,17,22
33524:2,33524:2:0,мясе,FOOD#QUALITY,positive,27,31
33524:2,33524:2:1,Абажур,RESTAURANT#GENERAL,positive,55,61
33524:3,33524:3:0,Мясо,FOOD#QUALITY,positive,0,4
33524:4,33524:4:0,кухней,FOOD#QUALITY,positive,19,25
33524:4,33524:4:1,официанта,SERVICE#GENERAL,positive,66,75
33524:5,33524:5:0,Официанты,SERVICE#GENERAL,positive,0,9
33524:6,33524:6:0,люди,SERVICE#GENERAL,positive,39,43
33524:7,33524:7:0,официантов,SERVICE#GENERAL,positive,39,49
33524:8,33524:8:0,Кухней,FOOD#QUALITY,positive,0,6
33524:8,33524:8:1,место,RESTAURANT#GENERAL,positive,86,91
33524:9,33524:9:0,утку,FOOD#QUALITY,positive,18,22
33524:10,33524:10:0,NULL,FOOD#QUALITY,positive,0,0
33524:11,33524:11:0,кофе,DRINKS#QUALITY,positive,30,34
33524:12,33524:12:0,Интерьер,AMBIENCE#GENERAL,positive,0,8
33524:12,33524:12:1,освещение,AMBIENCE#GENERAL,positive,19,28
33524:12,33524:12:2,места,AMBIENCE#GENERAL,positive,37,42
33524:12,33524:12:3,музыка,AMBIENCE#GENERAL,positive,52,58
33524:13,33524:13:0,Абажур,RESTAURANT#GENERAL,positive,30,36
33538:0,33538:0:0,"ресторану ""Империя""",RESTAURANT#GENERAL,positive,17,36
33538:1,33538:1:0,интерьер,AMBIENCE#GENERAL,positive,20,28
33538:1,33538:1:1,скульптур,AMBIENCE#GENERAL,positive,103,112
33538:1,33538:1:2,лампы,AMBIENCE#GENERAL,positive,124,129
33538:1,33538:1:3,диваны,AMBIENCE#GENERAL,positive,145,151
33538:1,33538:1:4,официанты,SERVICE#GENERAL,positive,173,182
33538:1,33538:1:5,музыка,AMBIENCE#GENERAL,positive,194,200
33538:1,33538:1:6,живое выступление,AMBIENCE#GENERAL,positive,214,231
33538:1,33538:1:7,еда,FOOD#QUALITY,positive,290,293
33538:2,33538:2:0,стейки,FOOD#QUALITY,positive,30,36
33538:2,33538:2:1,десерт,FOOD#QUALITY,positive,64,70
33538:2,33538:2:2,Альмонд,FOOD#QUALITY,positive,85,92
33538:3,33538:3:0,Империю,RESTAURANT#GENERAL,positive,36,43
33538:3,33538:3:1,залы,AMBIENCE#GENERAL,positive,124,128
33538:3,33538:3:2,танцпол,AMBIENCE#GENERAL,positive,137,144
33538:3,33538:3:3,живая музыка,AMBIENCE#GENERAL,positive,145,157
33538:3,33538:3:4,обстановкой,AMBIENCE#GENERAL,positive,224,235
33538:4,33538:4:0,NULL,RESTAURANT#GENERAL,positive,0,0
33538:5,33538:5:0,NULL,RESTAURANT#GENERAL,positive,0,0
33591:0,33591:0:0,кафе,RESTAURANT#GENERAL,positive,9,13
33591:2,33591:2:0,еда,FOOD#QUALITY,positive,43,46
33591:2,33591:2:1,блюда,FOOD#STYLE_OPTIONS,positive,56,61
33591:2,33591:2:2,обстановка,AMBIENCE#GENERAL,positive,63,73
33591:2,33591:2:3,администратор,SERVICE#GENERAL,positive,84,97
33591:3,33591:3:0,кафе,AMBIENCE#GENERAL,positive,17,21
33591:4,33591:4:0,NULL,FOOD#PRICES,positive,0,0
33591:5,33591:5:0,NULL,RESTAURANT#GENERAL,positive,0,0
33591:6,33591:6:0,хачапури с сыром,FOOD#QUALITY,positive,14,30
33591:6,33591:6:1,лосось,FOOD#QUALITY,positive,40,46
33591:6,33591:6:2,кусок,FOOD#STYLE_OPTIONS,positive,48,53
33591:7,33591:7:0,еды,FOOD#QUALITY,positive,23,26
33591:8,33591:8:0,NULL,RESTAURANT#GENERAL,positive,0,0
33591:9,33591:9:0,антураж,AMBIENCE#GENERAL,negative,71,78
33591:10,33591:10:0,NULL,RESTAURANT#GENERAL,neutral,0,0
33591:12,33591:12:0,верхнем этаже,AMBIENCE#GENERAL,positive,3,16
33591:13,33591:13:0,караоке,AMBIENCE#GENERAL,positive,27,34
33591:14,33591:14:0,кальян,RESTAURANT#MISCELLANEOUS,positive,21,27
33591:15,33591:15:0,место,RESTAURANT#GENERAL,positive,26,31
33591:15,33591:15:1,место,RESTAURANT#PRICES,neutral,26,31
33591:15,33591:15:2,обстановке,AMBIENCE#GENERAL,positive,151,161
33591:16,33591:16:0,NULL,RESTAURANT#GENERAL,positive,0,0
33598:3,33598:3:0,NULL,SERVICE#GENERAL,positive,0,0
33598:4,33598:4:0,NULL,SERVICE#GENERAL,positive,0,0
33598:5,33598:5:0,молодой человек,SERVICE#GENERAL,positive,71,86
33598:6,33598:6:0,обстановке,AMBIENCE#GENERAL,positive,45,55
33598:6,33598:6:1,персоналом,SERVICE#GENERAL,positive,91,101
33598:7,33598:7:0,NULL,SERVICE#GENERAL,positive,0,0
33598:8,33598:8:0,NULL,SERVICE#GENERAL,positive,0,0
33598:9,33598:9:0,Комплименты от шеф-повара,FOOD#QUALITY,positive,0,25
33598:9,33598:9:1,салаты,FOOD#QUALITY,positive,27,33
33598:9,33598:9:2,закуски,FOOD#QUALITY,positive,35,42
33598:9,33598:9:3,горячие блюда,FOOD#QUALITY,positive,44,57
33598:10,33598:10:0,шоу,AMBIENCE#GENERAL,positive,8,11
33598:11,33598:11:0,персоналу,SERVICE#GENERAL,positive,16,25
33621:1,33621:1:0,NULL,RESTAURANT#GENERAL,negative,0,0
33621:2,33621:2:0,еды,FOOD#STYLE_OPTIONS,negative,279,282
33621:3,33621:3:0,красной рыбы,FOOD#STYLE_OPTIONS,negative,39,51
33621:4,33621:4:0,посуда,FOOD#STYLE_OPTIONS,positive,19,25
33621:4,33621:4:1,оформление стола,FOOD#STYLE_OPTIONS,positive,28,44
33621:4,33621:4:2,рулетиками,FOOD#STYLE_OPTIONS,negative,75,85
33621:5,33621:5:0,обслуживание,RESTAURANT#PRICES,negative,34,46
33621:5,33621:5:1,официант,SERVICE#GENERAL,negative,68,76
33621:6,33621:6:0,NULL,SERVICE#GENERAL,negative,0,0
33621:8,33621:8:0,NULL,RESTAURANT#GENERAL,negative,0,0
33621:9,33621:9:0,NULL,RESTAURANT#GENERAL,negative,0,0
33622:2,33622:2:0,NULL,RESTAURANT#GENERAL,positive,0,0
33622:3,33622:3:0,Зал,AMBIENCE#GENERAL,positive,0,3
33622:4,33622:4:0,Танцевали весь вечер,AMBIENCE#GENERAL,positive,0,20
33622:5,33622:5:0,ведущего,SERVICE#GENERAL,positive,35,43
33622:5,33622:5:1,музыканта,SERVICE#GENERAL,positive,46,55
33622:6,33622:6:0,музыка,AMBIENCE#GENERAL,positive,14,20
33622:6,33622:6:1,конкурсы,AMBIENCE#GENERAL,positive,30,38
33622:7,33622:7:0,Еда,FOOD#QUALITY,positive,0,3
33622:7,33622:7:1,стейк из говядины со шпинатом,FOOD#QUALITY,positive,38,67
33622:7,33622:7:2,салат из морепродуктов,FOOD#QUALITY,positive,80,102
33622:8,33622:8:0,NULL,RESTAURANT#GENERAL,positive,0,0
33622:10,33622:10:0,стол,FOOD#STYLE_OPTIONS,positive,7,11
33622:11,33622:11:0,NULL,RESTAURANT#PRICES,positive,0,0
33622:11,33622:11:1,тарелки,FOOD#STYLE_OPTIONS,positive,8,15
33622:12,33622:12:0,NULL,RESTAURANT#GENERAL,positive,0,0
33622:13,33622:13:0,NULL,RESTAURANT#GENERAL,positive,0,0
33665:0,33665:0:0,ресторану Браво-Лаудес,RESTAURANT#GENERAL,positive,37,59
33665:0,33665:0:1,владельцу,RESTAURANT#GENERAL,positive,83,92
33665:2,33665:2:0,место,RESTAURANT#GENERAL,positive,76,81
33665:3,33665:3:0,NULL,SERVICE#GENERAL,positive,0,0
33665:4,33665:4:0,большом зале,AMBIENCE#GENERAL,positive,14,26
33665:4,33665:4:1,фонтаны из шариков,AMBIENCE#GENERAL,positive,57,75
33665:4,33665:4:2,потолка,AMBIENCE#GENERAL,positive,78,85
33665:4,33665:4:3,в красных тонах,AMBIENCE#GENERAL,positive,110,125
33665:4,33665:4:4,подсветка,AMBIENCE#GENERAL,positive,155,164
33665:4,33665:4:5,цветы на столе,AMBIENCE#GENERAL,positive,174,188
33665:4,33665:4:6,украшение,AMBIENCE#GENERAL,positive,200,209
33665:4,33665:4:7,стульчик,AMBIENCE#GENERAL,positive,231,239
33665:7,33665:7:0,еды,FOOD#STYLE_OPTIONS,positive,52,55
33665:8,33665:8:0,салаты,FOOD#QUALITY,positive,122,128
33665:9,33665:9:0,NULL,FOOD#STYLE_OPTIONS,positive,0,0
33665:10,33665:10:0,Персонал,SERVICE#GENERAL,positive,0,8
33665:11,33665:11:0,NULL,SERVICE#GENERAL,positive,0,0
33665:12,33665:12:0,ресторан,RESTAURANT#GENERAL,positive,8,16
33665:12,33665:12:1,Браво-Лаудес,RESTAURANT#GENERAL,positive,83,95
33665:13,33665:13:0,NULL,RESTAURANT#GENERAL,positive,0,0
33693:0,33693:0:0,ресторанчик,RESTAURANT#GENERAL,neutral,21,32
33693:1,33693:1:0,обслуживанию,SERVICE#GENERAL,neutral,14,26
33693:1,33693:1:1,официанта,SERVICE#GENERAL,negative,54,63
33693:2,33693:2:0,Интерьер,AMBIENCE#GENERAL,neutral,0,8
33693:4,33693:4:0,Порции,FOOD#STYLE_OPTIONS,positive,0,6
33693:4,33693:4:1,Порции,FOOD#QUALITY,positive,0,6
33693:4,33693:4:2,Цезарь с курицей,FOOD#QUALITY,negative,50,66
33693:4,33693:4:3,соус,FOOD#QUALITY,negative,84,88
33693:5,33693:5:0,место,RESTAURANT#GENERAL,positive,8,13
33693:5,33693:5:1,итальянской кухни,FOOD#QUALITY,positive,34,51
33693:5,33693:5:2,итальянской кухни,RESTAURANT#PRICES,neutral,34,51
33720:1,33720:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
33720:2,33720:2:0,NULL,AMBIENCE#GENERAL,negative,0,0
33720:5,33720:5:0,хостесс,SERVICE#GENERAL,positive,51,58
33720:6,33720:6:0,Обслуживание,SERVICE#GENERAL,positive,0,12
33720:6,33720:6:1,персонал,SERVICE#GENERAL,positive,26,34
33720:7,33720:7:0,пиво,DRINKS#PRICES,positive,35,39
33720:8,33720:8:0,Еда,FOOD#QUALITY,positive,0,3
33720:9,33720:9:0,пианино,RESTAURANT#MISCELLANEOUS,positive,27,34
33720:10,33720:10:0,NULL,RESTAURANT#GENERAL,positive,0,0
33816:1,33816:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
33816:2,33816:2:0,вид на залив,LOCATION#GENERAL,positive,13,25
33816:2,33816:2:1,интерьер зала,AMBIENCE#GENERAL,positive,46,59
33816:3,33816:3:0,атмосфера,AMBIENCE#GENERAL,positive,11,20
33816:3,33816:3:1,обслуживание,SERVICE#GENERAL,positive,69,81
33816:3,33816:3:2,кухни,FOOD#QUALITY,positive,95,100
33816:5,33816:5:0,NULL,RESTAURANT#PRICES,neutral,0,0
33816:6,33816:6:0,Живая музыка,AMBIENCE#GENERAL,positive,0,12
33816:6,33816:6:1,девушка-певица,AMBIENCE#GENERAL,positive,25,39
33816:7,33816:7:0,NULL,AMBIENCE#GENERAL,positive,0,0
33816:8,33816:8:0,NULL,RESTAURANT#GENERAL,positive,0,0
33816:9,33816:9:0,NULL,RESTAURANT#GENERAL,positive,0,0
33825:3,33825:3:0,девушка администратор,SERVICE#GENERAL,positive,25,46
33825:4,33825:4:0,Место,RESTAURANT#GENERAL,positive,0,5
33825:5,33825:5:0,интерьер,AMBIENCE#GENERAL,positive,11,19
33825:5,33825:5:1,обстановка,AMBIENCE#GENERAL,positive,61,71
33825:6,33825:6:0,NULL,SERVICE#GENERAL,positive,0,0
33825:7,33825:7:0,официант,SERVICE#GENERAL,positive,16,24
33825:8,33825:8:0,NULL,SERVICE#GENERAL,positive,0,0
33825:9,33825:9:0,NULL,SERVICE#GENERAL,positive,0,0
33825:9,33825:9:1,чай,DRINKS#QUALITY,positive,24,27
33825:10,33825:10:0,Меню,FOOD#STYLE_OPTIONS,positive,0,4
33825:11,33825:11:0,NULL,SERVICE#GENERAL,positive,0,0
33825:12,33825:12:0,NULL,FOOD#QUALITY,positive,0,0
33825:13,33825:13:0,NULL,RESTAURANT#GENERAL,positive,0,0
33838:1,33838:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
33838:2,33838:2:0,NULL,SERVICE#GENERAL,positive,0,0
33838:3,33838:3:0,NULL,SERVICE#GENERAL,positive,0,0
33838:4,33838:4:0,официант,SERVICE#GENERAL,positive,7,15
33838:5,33838:5:0,NULL,SERVICE#GENERAL,positive,0,0
33838:6,33838:6:0,NULL,SERVICE#GENERAL,positive,0,0
33838:8,33838:8:0,NULL,SERVICE#GENERAL,positive,0,0
33838:10,33838:10:0,NULL,SERVICE#GENERAL,positive,0,0
33838:11,33838:11:0,подачи блюд,SERVICE#GENERAL,positive,23,34
33838:12,33838:12:0,NULL,SERVICE#GENERAL,positive,0,0
33838:13,33838:13:0,NULL,SERVICE#GENERAL,positive,0,0
33838:14,33838:14:0,NULL,RESTAURANT#GENERAL,positive,0,0
33838:15,33838:15:0,Официанты,SERVICE#GENERAL,positive,0,9
33838:16,33838:16:0,NULL,SERVICE#GENERAL,positive,0,0
33838:17,33838:17:0,кухней,FOOD#QUALITY,negative,45,51
33838:17,33838:17:1,сервиса,SERVICE#GENERAL,positive,74,81
3385:1,3385:1:0,закуски,FOOD#QUALITY,positive,24,31
3385:2,3385:2:0,Официантка,SERVICE#GENERAL,positive,0,10
3385:3,3385:3:0,NULL,SERVICE#GENERAL,positive,0,0
3385:5,3385:5:0,официантка,SERVICE#GENERAL,negative,77,87
3385:7,3385:7:0,NULL,SERVICE#GENERAL,negative,0,0
3385:8,3385:8:0,NULL,SERVICE#GENERAL,negative,0,0
3385:9,3385:9:0,NULL,SERVICE#GENERAL,negative,0,0
3385:10,3385:10:0,NULL,SERVICE#GENERAL,positive,0,0
3385:12,3385:12:0,NULL,SERVICE#GENERAL,neutral,0,0
3385:15,3385:15:0,наполеон,FOOD#QUALITY,negative,20,28
3385:16,3385:16:0,интерьера,AMBIENCE#GENERAL,positive,13,22
3385:17,3385:17:0,NULL,RESTAURANT#GENERAL,positive,0,0
33897:2,33897:2:0,ресторане,RESTAURANT#GENERAL,positive,57,66
33897:3,33897:3:0,Еда,FOOD#PRICES,positive,0,3
33897:3,33897:3:1,Еда,FOOD#QUALITY,positive,0,3
33897:3,33897:3:2,блюд,FOOD#STYLE_OPTIONS,positive,44,48
33897:4,33897:4:0,обслуживание,SERVICE#GENERAL,positive,29,41
33897:5,33897:5:0,NULL,SERVICE#GENERAL,positive,0,0
33897:6,33897:6:0,NULL,AMBIENCE#GENERAL,positive,0,0
33912:4,33912:4:0,официант,SERVICE#GENERAL,positive,30,38
33912:5,33912:5:0,интерьер,AMBIENCE#GENERAL,positive,6,14
33912:6,33912:6:0,еде,FOOD#QUALITY,positive,27,30
33912:7,33912:7:0,NULL,FOOD#QUALITY,positive,0,0
33912:9,33912:9:0,Котлетки,FOOD#QUALITY,positive,0,8
33912:9,33912:9:1,пюре,FOOD#STYLE_OPTIONS,negative,20,24
33912:9,33912:9:2,пюре,FOOD#QUALITY,positive,20,24
33912:9,33912:9:3,хачапури,FOOD#QUALITY,positive,55,63
33912:10,33912:10:0,NULL,RESTAURANT#GENERAL,positive,0,0
33912:10,33912:10:1,"салатик ""Оливье""",FOOD#QUALITY,positive,85,101
33952:0,33952:0:0,ресторане,RESTAURANT#GENERAL,positive,72,81
33952:1,33952:1:0,"зале ""Царский""",AMBIENCE#GENERAL,positive,42,56
33952:2,33952:2:0,интерьер,AMBIENCE#GENERAL,positive,15,23
33952:3,33952:3:0,блюд,FOOD#QUALITY,positive,23,27
33952:3,33952:3:1,блюд,FOOD#STYLE_OPTIONS,positive,23,27
33952:3,33952:3:2,меню,FOOD#PRICES,neutral,82,86
33952:4,33952:4:0,работу официантов,SERVICE#GENERAL,positive,54,71
33952:5,33952:5:0,NULL,SERVICE#GENERAL,positive,0,0
33952:6,33952:6:0,Ребята,SERVICE#GENERAL,positive,0,6
33952:7,33952:7:0,работниках ресторана,SERVICE#GENERAL,positive,83,103
33952:8,33952:8:0,NULL,SERVICE#GENERAL,positive,0,0
33952:9,33952:9:0,NULL,RESTAURANT#GENERAL,positive,0,0
33952:10,33952:10:0,NULL,RESTAURANT#GENERAL,positive,0,0
33952:11,33952:11:0,управляющей,SERVICE#GENERAL,positive,18,29
33952:12,33952:12:0,NULL,SERVICE#GENERAL,positive,0,0
33976:2,33976:2:0,Интерьер,AMBIENCE#GENERAL,positive,0,8
33976:3,33976:3:0,Обслуживающий персонал,SERVICE#GENERAL,negative,0,22
33976:4,33976:4:0,официант,SERVICE#GENERAL,negative,33,41
33976:5,33976:5:0,NULL,SERVICE#GENERAL,negative,0,0
33976:6,33976:6:0,NULL,SERVICE#GENERAL,negative,0,0
33976:8,33976:8:0,NULL,SERVICE#GENERAL,negative,0,0
33976:10,33976:10:0,ресторан,RESTAURANT#GENERAL,negative,36,44
34045:1,34045:1:0,NULL,AMBIENCE#GENERAL,positive,0,0
34045:2,34045:2:0,Кухня,FOOD#QUALITY,positive,0,5
34045:3,34045:3:0,Обслуживание,SERVICE#GENERAL,positive,0,12
34045:3,34045:3:1,персонал,SERVICE#GENERAL,positive,32,40
34045:4,34045:4:0,кафе,RESTAURANT#GENERAL,positive,15,19
34045:4,34045:4:1,обстановке,AMBIENCE#GENERAL,positive,74,84
34228:1,34228:1:0,NULL,RESTAURANT#GENERAL,negative,0,0
34228:2,34228:2:0,зал,AMBIENCE#GENERAL,negative,7,10
34228:3,34228:3:0,NULL,AMBIENCE#GENERAL,negative,0,0
34228:4,34228:4:0,Еда,FOOD#QUALITY,negative,0,3
34228:6,34228:6:0,чебурек,FOOD#QUALITY,positive,9,16
34228:6,34228:6:1,карпачо сибаса,FOOD#QUALITY,negative,51,65
34228:6,34228:6:2,карпачо сибаса,FOOD#STYLE_OPTIONS,negative,51,65
34228:6,34228:6:3,стейк из тунца,FOOD#QUALITY,negative,101,115
34228:6,34228:6:4,салат с креветками и крабом,FOOD#QUALITY,negative,153,180
34228:6,34228:6:5,шашлык ягненка,FOOD#QUALITY,neutral,195,209
34228:6,34228:6:6,шоколадная шкатулка,FOOD#QUALITY,positive,264,283
34228:6,34228:6:7,кокосовые шоты,FOOD#QUALITY,positive,308,322
34228:6,34228:6:8,Сервис,SERVICE#GENERAL,negative,332,338
34228:6,34228:6:9,официант,SERVICE#GENERAL,negative,359,367
34228:7,34228:7:0,NULL,SERVICE#GENERAL,negative,0,0
34228:8,34228:8:0,NULL,RESTAURANT#GENERAL,negative,0,0
34232:0,34232:0:0,NULL,FOOD#QUALITY,positive,0,0
34232:0,34232:0:1,NULL,SERVICE#GENERAL,positive,0,0
34232:1,34232:1:0,NULL,AMBIENCE#GENERAL,positive,0,0
34232:2,34232:2:0,диванчики,AMBIENCE#GENERAL,positive,15,24
34232:3,34232:3:0,Официант-бармен,SERVICE#GENERAL,positive,0,15
34232:4,34232:4:0,NULL,SERVICE#GENERAL,positive,0,0
34232:6,34232:6:0,NULL,SERVICE#GENERAL,positive,0,0
34232:7,34232:7:0,Еда,FOOD#QUALITY,positive,0,3
34232:8,34232:8:0,Стейк,FOOD#QUALITY,positive,0,5
34232:9,34232:9:0,приборы,FOOD#STYLE_OPTIONS,positive,8,15
34232:9,34232:9:1,посуда,FOOD#STYLE_OPTIONS,positive,23,29
34232:9,34232:9:2,интерьер,AMBIENCE#GENERAL,positive,42,50
34232:10,34232:10:0,NULL,RESTAURANT#GENERAL,positive,0,0
34232:11,34232:11:0,NULL,RESTAURANT#PRICES,positive,0,0
34232:12,34232:12:0,NULL,SERVICE#GENERAL,positive,0,0
34232:13,34232:13:0,заведени,RESTAURANT#GENERAL,positive,24,32
34232:14,34232:14:0,NULL,RESTAURANT#GENERAL,positive,0,0
34282:1,34282:1:0,NULL,RESTAURANT#GENERAL,neutral,0,0
34282:2,34282:2:0,обслуживание,SERVICE#GENERAL,negative,0,12
34282:3,34282:3:0,NULL,SERVICE#GENERAL,negative,0,0
34282:4,34282:4:0,NULL,SERVICE#GENERAL,negative,0,0
34282:6,34282:6:0,NULL,SERVICE#GENERAL,negative,0,0
34282:7,34282:7:0,NULL,SERVICE#GENERAL,negative,0,0
34282:8,34282:8:0,NULL,SERVICE#GENERAL,negative,0,0
34282:9,34282:9:0,NULL,SERVICE#GENERAL,negative,0,0
34282:11,34282:11:0,кухне,FOOD#QUALITY,positive,64,69
34282:11,34282:11:1,сервис,SERVICE#GENERAL,negative,92,98
34282:12,34282:12:0,NULL,SERVICE#GENERAL,negative,0,0
34282:13,34282:13:0,NULL,SERVICE#GENERAL,negative,0,0
343:1,343:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
343:2,343:2:0,Еда,FOOD#QUALITY,positive,0,3
343:2,343:2:1,официанты,SERVICE#GENERAL,positive,27,36
343:2,343:2:2,интерьер,AMBIENCE#GENERAL,positive,50,58
343:2,343:2:3,туалет с аквариумами,RESTAURANT#MISCELLANEOUS,positive,99,119
343:3,343:3:0,расположение в центре города,LOCATION#GENERAL,positive,14,42
343:3,343:3:1,видами из окна,LOCATION#GENERAL,positive,56,70
343:4,343:4:0,NULL,SERVICE#GENERAL,negative,0,0
343:5,343:5:0,NULL,SERVICE#GENERAL,negative,0,0
343:7,343:7:0,ресторан,RESTAURANT#GENERAL,positive,26,34
343:8,343:8:0,NULL,SERVICE#GENERAL,positive,0,0
34307:0,34307:0:0,заведении,RESTAURANT#GENERAL,negative,47,56
34307:1,34307:1:0,зале,AMBIENCE#GENERAL,negative,22,26
34307:1,34307:1:1,столы,AMBIENCE#GENERAL,negative,81,86
34307:2,34307:2:0,NULL,SERVICE#GENERAL,negative,0,0
34307:3,34307:3:0,NULL,SERVICE#GENERAL,negative,0,0
34307:4,34307:4:0,NULL,SERVICE#GENERAL,negative,0,0
34307:6,34307:6:0,NULL,SERVICE#GENERAL,negative,0,0
34307:7,34307:7:0,Официанта,SERVICE#GENERAL,negative,0,9
34307:8,34307:8:0,зале,AMBIENCE#GENERAL,negative,2,6
34307:8,34307:8:1,музыку,AMBIENCE#GENERAL,negative,21,27
34307:9,34307:9:0,заведение,RESTAURANT#GENERAL,negative,6,15
34307:10,34307:10:0,NULL,RESTAURANT#GENERAL,positive,0,0
34307:11,34307:11:0,NULL,RESTAURANT#PRICES,negative,0,0
34307:11,34307:11:1,обслуживание,SERVICE#GENERAL,negative,26,38
34334:0,34334:0:0,NULL,RESTAURANT#GENERAL,positive,0,0
34334:1,34334:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
34334:2,34334:2:0,зал,AMBIENCE#GENERAL,positive,17,20
34334:2,34334:2:1,официанты,SERVICE#GENERAL,positive,31,40
34334:2,34334:2:2,еда,FOOD#QUALITY,positive,50,53
34334:2,34334:2:3,персонала,SERVICE#GENERAL,positive,98,107
34334:4,34334:4:0,Места,AMBIENCE#GENERAL,positive,0,5
34334:4,34334:4:1,меню,FOOD#STYLE_OPTIONS,positive,12,16
34334:4,34334:4:2,зал,AMBIENCE#GENERAL,positive,28,31
34334:6,34334:6:0,кондитерская,FOOD#PRICES,positive,23,35
34334:6,34334:6:1,кондитерская,FOOD#QUALITY,positive,23,35
34334:6,34334:6:2,торт,FOOD#QUALITY,positive,49,53
34334:8,34334:8:0,Официанты,SERVICE#GENERAL,positive,0,9
34334:9,34334:9:0,NULL,RESTAURANT#GENERAL,positive,0,0
34334:11,34334:11:0,Персонал,SERVICE#GENERAL,positive,0,8
34334:13,34334:13:0,NULL,SERVICE#GENERAL,positive,0,0
34334:14,34334:14:0,NULL,SERVICE#GENERAL,positive,0,0
34334:15,34334:15:0,NULL,SERVICE#GENERAL,positive,0,0
34334:16,34334:16:0,NULL,RESTAURANT#GENERAL,positive,0,0
34334:17,34334:17:0,NULL,RESTAURANT#GENERAL,positive,0,0
34334:18,34334:18:0,место,RESTAURANT#GENERAL,positive,18,23
34334:19,34334:19:0,NULL,RESTAURANT#GENERAL,positive,0,0
34402:0,34402:0:0,место,RESTAURANT#GENERAL,neutral,21,26
34402:3,34402:3:0,NULL,FOOD#PRICES,negative,0,0
34402:3,34402:3:1,атмосфера,AMBIENCE#GENERAL,positive,52,61
34402:3,34402:3:2,кухня,FOOD#QUALITY,positive,84,89
34402:4,34402:4:0,меню,FOOD#STYLE_OPTIONS,positive,26,30
34402:4,34402:4:1,комната,RESTAURANT#MISCELLANEOUS,positive,32,39
34402:4,34402:4:2,программу,AMBIENCE#GENERAL,positive,79,88
34402:5,34402:5:0,Аниматоры,SERVICE#GENERAL,positive,0,9
34402:6,34402:6:0,NULL,SERVICE#GENERAL,positive,0,0
34402:7,34402:7:0,выбор вина,DRINKS#STYLE_OPTIONS,positive,44,54
34402:8,34402:8:0,NULL,RESTAURANT#GENERAL,positive,0,0
34402:9,34402:9:0,NULL,RESTAURANT#PRICES,negative,0,0
3452:1,3452:1:0,официант,SERVICE#GENERAL,positive,29,37
3452:2,3452:2:0,Кухня,FOOD#QUALITY,negative,0,5
3452:4,3452:4:0,ресторана,RESTAURANT#GENERAL,negative,23,32
3452:6,3452:6:0,NULL,SERVICE#GENERAL,negative,0,0
3452:10,3452:10:0,помещении,AMBIENCE#GENERAL,negative,2,11
3452:13,3452:13:0,NULL,SERVICE#GENERAL,negative,0,0
3452:15,3452:15:0,официантки,SERVICE#GENERAL,negative,51,61
3452:18,3452:18:0,NULL,RESTAURANT#GENERAL,negative,0,0
3452:19,3452:19:0,ресторанчик,RESTAURANT#GENERAL,negative,17,28
34575:1,34575:1:0,Место,RESTAURANT#GENERAL,positive,0,5
34575:2,34575:2:0,NULL,RESTAURANT#GENERAL,positive,0,0
34575:3,34575:3:0,Рояль с цветами,AMBIENCE#GENERAL,positive,0,15
34575:3,34575:3:1,интерьер,AMBIENCE#GENERAL,positive,54,62
34575:4,34575:4:0,сервировка,FOOD#STYLE_OPTIONS,positive,9,19
34575:4,34575:4:1,еды,FOOD#STYLE_OPTIONS,positive,33,36
34575:5,34575:5:0,NULL,SERVICE#GENERAL,positive,0,0
34575:5,34575:5:1,NULL,FOOD#STYLE_OPTIONS,positive,0,0
34575:6,34575:6:0,Официанты,SERVICE#GENERAL,positive,0,9
34575:6,34575:6:1,обслуживание,SERVICE#GENERAL,positive,50,62
34575:7,34575:7:0,места для танцев,AMBIENCE#GENERAL,positive,105,121
34575:8,34575:8:0,NULL,RESTAURANT#GENERAL,positive,0,0
34575:9,34575:9:0,NULL,RESTAURANT#GENERAL,positive,0,0
34710:1,34710:1:0,отношение официантов,SERVICE#GENERAL,negative,190,210
34710:2,34710:2:0,официантка,SERVICE#GENERAL,negative,27,37
